Taxonomy,SampleID,Count,Kingdom,Phylum,Class,Order,Family,Genus,Species
Bacteria; Verrucomicrobia; [Pedosphaerae]; [Pedosphaerales]; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,83.0,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Unclassified,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,141.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,24.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,91.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Koribacteraceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,103.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,131.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unclassified,Unclassified,Unclassified
Bacteria; OD1; ; ; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,113.0,Bacteria,OD1,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
Bacteria; Planctomycetes; Phycisphaerae; WD2101; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,45.0,Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unclassified,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,121.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Actinobacteria; ; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,50.0,Bacteria,Actinobacteria,Actinobacteria,Unclassified,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,84.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Koribacteraceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,48.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,184.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,168.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Ellin329; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,127.0,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium; elkanii,10143.016.5.3.2013.Soil.ctrl.ctrlA,3.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,elkanii
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Conexibacteraceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,15.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,334.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,10.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,163.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,118.0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,338.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,151.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-5; ; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,4.0,Bacteria,Acidobacteria,Acidobacteria-5,Unclassified,Unclassified,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Pedosphaerae]; [Pedosphaerales]; Ellin515; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,73.0,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,Unclassified,Unclassified
Bacteria; Gemmatimonadetes; Gemmatimonadetes; Ellin5290; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,295.0,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Ellin5290,Unclassified,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Koribacteraceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,100.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,35.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,251.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,34.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,22.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Ellin6067; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,275.0,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,Unclassified,Unclassified,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,268.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,139.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,594.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,1615.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; Flavisolibacter; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,71.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Micromonosporaceae; Virgisporangium; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,23.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Virgisporangium,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; Candidatus Solibacter; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,336.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; Flavisolibacter; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,52.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,169.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unclassified
Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Lysinibacillus; boronitolerans,10143.016.5.3.2013.Soil.ctrl.ctrlA,47.0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,boronitolerans
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,242.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Ellin329; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,375.0,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,282.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,1.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,151.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified
Bacteria; Planctomycetes; Phycisphaerae; WD2101; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,75.0,Bacteria,Planctomycetes,Phycisphaerae,WD2101,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; veronii,10143.016.5.3.2013.Soil.ctrl.ctrlA,83.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,veronii
Bacteria; Acidobacteria; Solibacteres; Solibacterales; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,13.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Ellin6067; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,97.0,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,Unclassified,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,13.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; [Chloracidobacteria]; RB41; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,142.0,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,2.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Koribacteraceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,143.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Leptothrix; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,40.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,91.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,129.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,3.0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,1124.0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,68.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,453.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,74.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Devosia; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,133.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,65.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,219.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Kaistobacter; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,671.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,76.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,193.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,282.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Firmicutes; Bacilli; Bacillales; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,320.0,Bacteria,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,54.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,43.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,9.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Rhodoplanes; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,90.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,183.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,81.0,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,114.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,9.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,15.0,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,101.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Solibacteres; Solibacterales; Solibacteraceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,142.0,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,33.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unclassified,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; Flavisolibacter; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,198.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,203.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,112.0,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Unclassified,Unclassified,Unclassified
Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,264.0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteria-6; iii1-15; ; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,135.0,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,Unclassified,Unclassified,Unclassified
Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Acidobacteriaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,307.0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,120.0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unclassified
Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Virgibacillus; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,1.0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,49.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Nocardioidaceae; Nocardioides; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,119.0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,441.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,561.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Verrucomicrobia; [Pedosphaerae]; [Pedosphaerales]; Ellin515; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlA,1.0,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,Unclassified,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlB,3.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Bacteroidetes; [Saprospirae]; [Saprospirales]; Chitinophagaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlB,144.0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Unclassified,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; DA101; ,10143.016.5.3.2013.Soil.ctrl.ctrlB,51.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,Unclassified
Bacteria; Verrucomicrobia; [Spartobacteria]; [Chthoniobacterales]; [Chthoniobacteraceae]; Ellin506; ,10143.016.5.3.2013.Soil.ctrl.ctrlB,57.0,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Ellin506,Unclassified
Bacteria; Actinobacteria; Thermoleophilia; Gaiellales; Gaiellaceae; ; ,10143.016.5.3.2013.Soil.ctrl.ctrlB,93.0,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Unclassified,Unclassified
Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Nitrobacter; ,10143.016.5.3.2013.Soil.ctrl.ctrlB,8.0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Unclassified
